Tweet,Location,Date
"b""By all means make sure Corona virus does not get to Northern Nigeria....I repeat steps must be taken to ensure it doesn't get to Northern Nigeria...#COVID19Nigeria #COVID19 @TheNationNews @MBuhari""",lagos,2020-02-29 21:29:32
b'@EthanWatrall @dr_joe_hefner @github I think it stemmed from me having a cold and one of the last things that I read before bed is that Nigeria had its first case of corona virus',"Greenville, NC",2020-02-29 21:28:40
"b'Put your ears to the ground. Nigeria pastors trust them to make more monies, will soon be prophetising  that paying your tithes diligently, will prevent you from contracting the corona virus.'","Lagos, Nigeria",2020-02-29 21:28:26
b'Almost 73hours after the announcement of Corona virus in Nigeria and pastor Odumeje has not said anything nor share his plans for this demon with us.',,2020-02-29 21:27:37
"b'@ProfAkinAbayomi @followlasg @jidesanwoolu @drobafemihamzat @JokeSanwoolu @NCDCgov @DrEOEhanire @WHO @BBCBreaking @cnnbrk @AP @AJEnglish Corona virus in Nigeria is a fraud (total scam),  this government led by @MBuhari and @OfficialAPCNg is just seeking for attention from @WHO and @UN .please do not give this government a dime'",Earth,2020-02-29 21:26:03
"b'@DailyPostNGR Meanwhile in Nigeria,i have not seen the President mentioned the corona virus in Nigeria.'","portharcourt,nigeria",2020-02-29 21:24:30
"b'Of not that madness reigns supreme in Nigeria how does one explain nose mask selling for N7,500 per pack? What if the corona virus kills us all who will be alive to spend the profit?'",Lagos-Nigeria,2020-02-29 21:24:28
"b""Pls can't dey stop people from coming into Nigeria at least until corona virus is defeated now one China man has been quarantined in plateau #CoronaVirusUpdates #NigeriaNews. God pls save us""",Abuja,2020-02-29 21:23:45
"b'After Nigeria, another man from Italy took Corona Virus to Israel. https://t.co/s9QeMO9KBJ'","Kaduna, Nigeria",2020-02-29 21:21:50
"b'This corona virus won\xe2\x80\x99t stop Nigerians from shaking hands , touching face and mouth or picking nose \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82..  shaking hands is a custom in Nigeria'","Lagos, Nigeria",2020-02-29 21:19:25
"b""@CNN you people need to stop playing politics with people's lives, you never reported any killings in Nigeria but quickly reporting corona virus outbreak in Nigeria. Nonsense!!""",Nigeria,2020-02-29 21:19:00
"b'And we wonder why we have not solved our electricity, security and healthcare problems. This is what these kids were taught, that the corona virus shud take the next flight back to China. This is the solution adults made them sing. Problem of Nigeria=Adult Nigerians https://t.co/nexyAsgcJM'",Where the mind meets reality. ,2020-02-29 21:18:04
b'@MBuhari What are you doing about Corona Virus? Are you not aware that Corona Virus has entered Nigeria?',"Lagos, Nigeria",2020-02-29 21:15:18
"b""Normal people are searching for corona virus cure..A legend in Nigeria is willing to spread it if they don't pay him..\xf0\x9f\x98\x8f\n#commonsense#corruptpeople""",Mars,2020-02-29 21:12:01
b'@WhiteHouse @realDonaldTrump Italians just spread the corona virus to Israel\nand Nigeria.  No known transmission from the \nItalian travelers to local populations so far. \n\nShould ban or severely restrict Italians from \nentering the U.S.',USA,2020-02-29 21:10:14
b'@JuddLegum @CrazyCommonCens Did the stupid wall or travel ban to Nigeria prevent Corona virus from getting into USA? Facts over fake everytime.',"North Carolina, USA",2020-02-29 21:09:47
"b'@MBuhari Mr. President there is now Corona virus in Nigeria,  since you are keeping mute, you are not safe o, Corona is not boko haram.'",Republic of the Philippines,2020-02-29 21:05:20
b'@Ayomide_Kevin @Mss_piNKy APC government are the gods. They will soon give Nigerians the figures they have spent on the fake Corona Virus in Nigeria so far... Scam everywhere',Ibadan,2020-02-29 21:01:40
"b'@edupeepy1 Is a way for apc fulani bigots is trying to loot, there is nothing like Corona virus in Nigeria.'",,2020-02-29 21:00:25
b'Everyone seen to think that we are ready to combat or fight corona virus as if they are using Nigeria as a case study. https://t.co/3NG4JgXeRt',"Yola, Adamawa state of Nigeria",2020-02-29 21:00:06
"b""@Omojuwa CORONA virus kill that senator with he's entire family. What level of nonsense is this. Nigeria is a joke.""",,2020-02-29 20:57:28
"b'If you touch me you DIE \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x86\n\nLet be guided #corona virus is real \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\nCc @mrmacaronii  \n\n#bossx #d10sleomessi #bee #phonecases #corona #coro #coronavir\xc3\xbcs\xc3\xbc #corona\xf0\x9f\x8d\xba @ Lagos, Nigeria https://t.co/eKhPN5BtDV'",USA UK NG SA,2020-02-29 20:47:49
b'I just heard that the man with corona virus in Nigeria was tested negative\n please is this true? \n#coronavirusinlagos #CoronavirusKe',"Lagos, Nigeria",2020-02-29 20:45:40
b'What is our President saying about the Corona virus in Nigeria?\n#OgaPresidoAddressTheNation',,2020-02-29 20:40:42
"b'@BashirAhmaad Corona virus is the least of all problems APC has brought upon Nigeria, people have been dying before corona came...evil party \xf0\x9f\x91\xbf'",,2020-02-29 20:39:19
b'Nigeria: Another truth unveils on Corona Virus Outbreaks and the Driver that Drove\xc2\xa0Him. https://t.co/NS0nxL5TGS https://t.co/aTPzSe39c5',Nigeria,2020-02-29 20:36:53
b'What about corona virus in Nigeria? https://t.co/RvTxtkZp0o',uk,2020-02-29 20:30:50
"b'@cnnbrk no Corona virus in Nigeria, the government just want to loot money via this means..'",Nigeria,2020-02-29 20:28:50
b'Corona virus prevention in nigeria \n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/OyOgnvFDqI',Nigeria,2020-02-29 20:27:04
b'Corona virus prevention in nigeria \n@WHO \n@CoronaVid19 \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/4VW79c526p',Nigeria,2020-02-29 20:26:36
b'Nigeria is at risk of another FX crisis if this Corona virus thing persists.',,2020-02-29 20:23:39
"b'Y\xe2\x80\x99all can see from the news and that video, there was no Corona virus anywhere in Nigeria. It was an avenue generated by the government to loot funds and the public pocket. #FakeNews'",saturn,2020-02-29 20:23:37
"b""Is your target to partner with a company that's huge, strong and also popular in Nigeria, where your investment will yield very good fruits, then let me introduce you to the undisputed champion of the betting and Lotto business in Nigeria, and soon Africa?\n#corona#virus#betting""",,2020-02-29 20:17:21
"b'We never saw it coming when Magu said Corona virus is caused by corruption, sadly the virus is in Nigeria and rubber glove is now 12k. #coronavirusinlagos'",,2020-02-29 20:16:39
b'Liverpool lost after Corona virus entered Nigeria...\n\nFederal Government... Why?',Somewhere/Anywhere,2020-02-29 20:14:44
b'Corona virus come NIGERIA instead of us to talk about it you are here talking about football. Liverpool and Watford and sarr and things. Are we serious at all as a country at all?? \xf0\x9f\x99\x84\xf0\x9f\x8f\x83\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f#WATLIV',"Accra, Ghana",2020-02-29 20:14:30
"b'If Nigerians want corona virus to be eradicated within 48 hours, just tell PMB that the disease kills cow more than human being. The baba loves cows than the Nigeria citizens that he was elected to govern.\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xad\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 @adeyanjudeji @YeleSowore @ShehuSani @AishaYesufu @NGRPresident'","Friesland, Nederland",2020-02-29 20:08:58
"b'No One Living In Nigeria Will Die Of Corona Virus, This Is What The Lord Told Me - Apostle Omashola. https://t.co/oF1n7FpTon Naija-News https://t.co/91zsd4f6wq'","Lagos, Nigeria",2020-02-29 20:01:56
"b'No One Living In Nigeria Will Die Of Corona Virus, This Is What The Lord Told Me - Apostle Omashola. https://t.co/oF1n7FpTon'","Lagos, Nigeria",2020-02-29 20:01:54
"b'Dear @officialnyscng\nIt is only advisable that due to the recent occurrence of the COVID-19 Virus (Corona Virus) in Nigeria, the regular orientation camping exercise for corp members be scrapped or postponed for the coming batch.'","Lagos, Nigeria",2020-02-29 20:01:33
b'We should take this corona virus thing serious in Nigeria/Africa. We do not have the expertise / technology that the developed world have and they do not feel comfortable.',"Lagos, Nigeria",2020-02-29 20:01:10
"b""Good evening Spartans in Nigeria Evening my Nigerian love @Official_CeeC am praying for the Relaunch of Cegar 2mrw am praying against the Spread of Corona Virus I love you guys all stay safe u are in my thots&amp;prayers we can't lose any of U, U special to us stay safe #TeamCeeC \xe2\x9d\xa4\xef\xb8\x8f https://t.co/sMEYya4kPP""",,2020-02-29 20:00:28
"b'@OfficialPDPNig @MBuhari @officialKolaO @UcheSecondus @AnthonyEhilebo @akaebube @IAOkowa @bukolasaraki @aondonaisaac @renoomokri @GovDiriDouye @AWTambuwal PDP is worst than corona virus,since Nigeria can survive PDP,surely we will survive corona virus. Believe it!'","Lagos, Nigeria",2020-02-29 19:59:48
"b""@officialEFCC boss once said CORONA VIRUS was borne out of corruption - we all laughed. The virus entered Nigeria &amp; in 48hrs, we've got lots of rumor about how a Taxi guy who is infected demands N100m so he won't spread the virus.\nThis man has proved he's not a buffoon after all.""",,2020-02-29 19:49:47
b'So true true...no MOG predicted Corona Virus outbreak in Nigeria...',"Addis Ababa, Ethiopia",2020-02-29 19:47:39
"b'I death from Corona virus in America, and we are immediately seeing a briefing from the US president to make sure people dont panic.\nOne or two cases of Corona virus in Nigeria and we have still not heard from even\xe2\x80\xa6 https://t.co/maeas0Kh74'","Los Angeles, CA",2020-02-29 19:42:12
b'New year new disease\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82Nigeria \n\nEbola \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nLassa fever \xf0\x9f\xa4\x92 \n\nNow corona virus \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nNext year update \n\nFasciola hepatica \xf0\x9f\x98\x82',"Kwara ,lag ,explore ,nigeria ",2020-02-29 19:41:04
"b'If Nigeria FG can close their borders for ordinary rice, then they should do more for Corona Virus. Epidemic that just arrived their country jejeli.'","Ruston, LA",2020-02-29 19:40:04
"b""POTUS is addressing the press on Corona virus but here in Nigeria we can't remember the last time we had a media chat with our President.""",@ the right hand side of Jesus,2020-02-29 19:38:36
"b'More injuries to Nigerian fans supporting Liverpool, \n\nYour team was humiliated the same week corona virus entered Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'","Nigeria, Lagos",2020-02-29 19:35:10
"b'@AishaYesufu Since you love Nigeria so much and you are a Medical Doctor, when will you volunteer to be part of the team that will help combat this Corona Virus?'","Lagos, Nigeria",2020-02-29 19:34:27
"b'Unify Nigeria through the out break of Corona virus. Corona virus in Nigeria was not brought in by a Nigerian but by a foreigner.  But with the coming together of all political parties, tribes, religions, and all groups etc in and out of Nigeria we will over come this problem.'",Nigeria ,2020-02-29 19:32:52
"b""I'm sure Nigeria government is watching US President having a press conference on #Covid-19 and reassuring his country for their preparedness and also condolences message to the victim family that pass on as a result of corona virus outbreak. https://t.co/jt4vNk62HL https://t.co/XAipiwJWSu""","Ekiti, Nigeria",2020-02-29 19:22:36
"b""I'm sure Nigeria government is watching US President having a press conference on #Covid-19 and reassuring his country for their preparedness and also condolences message to the victim family that pass on as a result of corona virus outbreak. https://t.co/jt4vNk62HL""","Ekiti, Nigeria",2020-02-29 19:21:51
"b'Forget about Watford beating Liverpool, Corona virus in Nigeria and Chelsea drawing their match with Bournemouth. The video below tells the extent in which Uites are frustrated about the NASU strike.\n\n#LifeOfAUite https://t.co/oHMSg0hylt'","Oyo state,Ibadan nigeria.",2020-02-29 19:17:53
b'American president addressing Americans about Corona virus bt our President @Mbuhari is yet to talk to us. Listen and hear where they said they are placing travel restrictions on most affected countries... Nigeria learn. https://t.co/os5uaSMs08',"Lagos, Nigeria",2020-02-29 19:15:01
b'Is it not possible that the flight that brought the corona virus carrier has also brought other passengers to Nigeria days before this Italian guy was diagnosed.',"Lagos, Nigeria",2020-02-29 19:13:57
"b'Corona virus patient now in better facility \xe2\x80\x93 Lagos govt #NigeriaNews, #Nigeria, #News https://t.co/Q8q4Aax2RI'","Federal Capital Territory, Nig",2020-02-29 19:10:40
b'Wait first ooo...  Since morning we never hear d name of this italian corona virus carrier talkless of picture...  Naija my nigeria..\nSomthing smells fishy.. https://t.co/NntwFkv4r4',"Lagos, Nigeria",2020-02-29 19:10:28
"b""@realFFK It's really strange,there is a case of Corona virus in Nigeria after the Senate President spoke with the DG WHO,a country like Nigeria nothing is impossible.""",Nigeria,2020-02-29 19:06:10
b'Trump on CNN talking to the Amenrican people is assuring. Shows capacity. I also believe that Nigeria would overcome this Corona virus.',,2020-02-29 19:03:52
b'Up till now we do not know the name of the Italian man that brought Corona virus to Nigeria and we have not seen a picture of him. \n\nI hope audio coronavirus has been discovered in Nigeria while waiting for real one but we pray that it remains audio in Jesus name Amen',Abuja ,2020-02-29 19:02:47
"b""Boohari hasn't address the nation over the corona Virus ? Hope this CoronaVirus that they said it's in Nigeria is not a scam because I can't even phantom why Boohari will just be silent on sensitive issue like this!""",Nigeria,2020-02-29 19:00:39
b'What if this Corona virus thing entering Nigeria is a scam ... No none picture from the Italian man who was said to have contracted it .... No information about him anywhere . Na wa oo',"Lagos,Nigeria",2020-02-29 19:00:13
"b'School kids from Nigeria seen chanting "" Corona Virus go back to China.""\n\n#COVID19 https://t.co/7QxcHbAJpR'","Houston, TX",2020-02-29 18:57:54
"b""This one that Corona virus is Nigeria now, is like I won't be too close to those ass and boobs that I use to grab.\n\n#coronavirusnigeria https://t.co/jN50YEwGXo""",Inside Lagos,2020-02-29 18:56:22
b'Prayer is all we\xe2\x80\x99ve got at this time because I really don\xe2\x80\x99t know how many precautions one can actually take against this Corona virus especially in this our Nigeria',"Lagos, Nigeria",2020-02-29 18:52:09
b'Face of first infected corona virus in Nigeria after dropping a white man he came with and run away threatening to spread it all over the state if 100million is not paid in his account. https://t.co/5h2FUGz9Mz',,2020-02-29 18:46:34
"b'With the Corona virus in Nigeria already, may we never be victims of this deadly virus. Just like the Ebola virus came and left us, so shall this be. But meanwhile let\xe2\x80\x99s endeavor to stay safe and take necessary precautions #COVID19Nigeria'","Lagos, Nigeria",2020-02-29 18:45:12
"b""@MBuhari Are you aware Corona Virus has entered Nigeria? \n\nWhy is your brain always anti clockwise? Is this smuggling the most important issue right now?\n\nIt's unfortunate that you can't think and those you employed to think for you are even lazier.""",Lagos,2020-02-29 18:44:41
b'This is how Nigeria corona virus quarantine center looks like... \n\nThis is how prepared they re. \n\nCulled @thecableng https://t.co/RjrigrHI9x',Japan,2020-02-29 18:42:55
b'No corona virus in Nigeria o \nNaija for life\xf0\x9f\x99\x86\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/w9OXs5od5J',Nigeria,2020-02-29 18:41:35
"b""Corona virus didn't know where it will come to, it's Nigeria. You've not seen anything yet, we will deal with you mercilessly you will run 4/40,fool. We that know how to joke, will we joke you away, Cow. You came in the nonsense, idiot.  #coronavirusinlagos""",Nigeria,2020-02-29 18:38:13
"b""@toolzbabe It will even surprise Nigerians that there's no Sign of Corona virus yet in Nigeria. This is Disheartening.""","Abuja, Nigeria",2020-02-29 18:38:13
b'@InibeheEffiong He said the Corona virus was brought to Nigeria by those ridding Corola  Cars.\xf0\x9f\x9a\x98\xf0\x9f\x9a\x98\xf0\x9f\x9a\x98',,2020-02-29 18:37:11
"b'God Willing, Nobody , I repeat , Nobody in this Great Land of Nigeria will die of this evil Corona Virus...!!!! Amen... Drop your Amen !!!\xf0\x9f\x91\x87\xf0\x9f\x8f\xbf\xf0\x9f\x91\x87\xf0\x9f\x8f\xbf\xf0\x9f\x91\x87\xf0\x9f\x8f\xbf\xf0\x9f\x91\x87\xf0\x9f\x8f\xbf\xf0\x9f\x91\x87\xf0\x9f\x8f\xbf'",Nigeria,2020-02-29 18:33:33
"b""The truth is that for Corona virus, so far as Nigeria is concerned, we may never to know the true state of things\n\nFirst of all, we're miserable when it comes to data. Secondly, in panic, people spread all manner of information.""",,2020-02-29 18:32:13
"b""There's nothing like Corona virus in Nigeria, they are looking for a way to highjack more money.wicked generation continue to spoil the country you people have destroyed.""",Nigeria,2020-02-29 18:31:46
"b'Do you know that N620 million naira has been budgeted by the Federal Government towards containing and eradicating the Corona virus in Nigeria, with N386 million naira released so far.\n\n#COVID19Nigeria \n@MobilePunch @jgmef @ogpkaduna  @Followtaxes https://t.co/np5wUwhE1W'",Jigawa-Kano-Kaduna Nigeria,2020-02-29 18:30:42
b'Is it true that corona virus is in Nigeria \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94#coronavirusinlagos  #CoronavirusKe  #SarkodieIsKing #LeapYear',"Abuja, Nigeria",2020-02-29 18:22:16
b'Pdp blames Buhari for corona virus case in Nigeria.\n\nThese pdpig lunatics need be quarantined in an asylum to treat their madness.',Abuja in Nigeria,2020-02-29 18:16:55
"b'So, the Italian man who brought corona virus into Nigeria attempted to run because of bad facility in the isolation center. And they told us that they have spent N960 million for the virus \xf0\x9f\xa6\xa0'",,2020-02-29 18:15:30
"b'@channelstv @NigeriaGov @NGRPresident @SPNigeria @nassnigeria @HouseNGR @MBuhari @ProfOsinbajo \nYour Excellency,\nWe need to shut down access into NIGERIA somehow.\nIf Corona Virus was from Africa, we NIGERIANS would have been locked out from their country.'",CLEMENT THOMPSON,2020-02-29 18:15:30
"b'Do you know that N620 million naira has been budgeted by the Federal Government towards containing and eradicating the Corona virus in Nigeria, with N386 million naira released so far.\n\n#COVID19Nigeria \n@MobilePunch https://t.co/GQxsqJnkqN'","Kaduna, Nigeria",2020-02-29 18:14:49
"b'@CallMeGozie @DipoSpeak @sofiazab @OfficialPDPNig @WHO @MBuhari Keep wailing ,Trump will address USA tonight on Corona and USA has been with the virus longer than Nigeria, so look for another thing to wail on'","Udi, Nigeria",2020-02-29 18:14:40
b'Corona Virus don enter WRONG country (Nigeria)\nYou go die here.\nAsk your Late Brother EBOLA\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82',lagos Nigeria,2020-02-29 18:12:09
"b'@WHO,@CDCGlobal,@CDCFound,@daily_trust,@Ministryofhealh how come 3 Chinese with suspected Corona virus arrived the hinterland of wase LGA in plateau state, undetected,it shows our health minister lied, Nigeria not ready to contain Corona virus.'",ABUJA,2020-02-29 18:09:35
b'@realFFK Thats because no corona virus came into Nigeria. 386M has been disbursed',"Lagos, Nigeria",2020-02-29 18:04:39
"b'So, some information on the corona virus in Nigeria and how to minimize its spread. Parents please watch your kids, teach the how to wash their hands thoroughly, shower them as soon as they get back from school,\xe2\x80\xa6 https://t.co/81kkKO4bFn'",Nigeria Africa The World,2020-02-29 18:02:11
"b'Could this be true?\nBREAKING NEWS\nMAN WHO DROVE WHITE MAN TO COMPANY IN OGUN STATE DIAGNOSED WITH CORONA VIRUS, RUNS AWAY FROM HOSPITAL AND THREATENS TO SPREAD THE VIRUS ALL OVER NIGERIA BY TAKING PUBLIC TRANSPORT TO DIFFERENT STATES, IF HIS FAMILY IS NOT PAID 100MILLION NAIRA https://t.co/fmQA2gmKcj'","Lagos, Nigeria",2020-02-29 18:00:26
b'@renoomokri @MBuhari Corona virus should please choose another country now ...why Nigeria ?? We already have a virus that we are praying to cure . Do you know Buhari is another type of virus as well',"Lagos,Nigeria",2020-02-29 17:55:21
"b'- A school in Lagos is parading kids the street singing corona virus go back to China.\n\n- 48 hrs after the news of Corona Virus broke, President Buhari has not addressed the nation. \n\n- NOA as usual is sleeping on their duty..\n\nEverything is wrong with Nigeria.'","Igboland, Nigeria",2020-02-29 17:49:03
"b""@Abuja_Facts @dgebis Nigerians hate themselves a lot. They like cashing in each other's misfortunes.\nCorona virus will not kill anyone in Nigeria by God's grace.""","Wolverhampton, UK",2020-02-29 17:47:23
"b""@Mazigburugburu1 This is making me wonder if this Coronavirus being in Nigeria not staged because I don't think any government irrespective of the party should respond to a virus like Corona in this manner \nWait shey this man wey carry wood na carpenter abi wetin he dey do""","Lagos, Nigeria",2020-02-29 17:47:07
"b""Since I heard the arrival of CORONA Virus in Nigeria, am feeling extremely weak, I can't even charge my phone. Just feeling like to relocate to our village. \n\nCars don't enter our village oooh.""",Laftown city,2020-02-29 17:45:03
b'@MBuhari is not aware that there is corona virus in Nigeria. https://t.co/YOi1JDPXyL',United Kingdom,2020-02-29 17:42:20
"b""Pls coronavirus pls go back to ur    mother land abeg.... See corona in Nigeria we ar fighting with Ebola virus, we don't have space for you pls...!""",,2020-02-29 17:40:50
"b""@talkSPORT @sammatterface Good evening best sports analysts. Three points sure in the bag for us this evening.Corona Virus epidemics can't stop our long awaited laurel.Ogaegbe Andrew from Lagos Nigeria""",,2020-02-29 17:39:31
b'I\xe2\x80\x99m mostly scared for corona virus in Nigeria because I know we can\xe2\x80\x99t put in as much effort as China currently is if it gets that bad here.',Moneyville,2020-02-29 17:38:03
b'CORONA VIRUS IN NIGERIA 9 WAYS TO PREVENT IT AND EARLY\xc2\xa0SYMPTOMS https://t.co/Lp1vOhV9CD https://t.co/Sgc82KoFM2',,2020-02-29 17:32:21
b'The Reason Fake News Spread So Fast In Nigeria Is Because Anybody With a Phone and 100MB Subscription Can Call Him Or Herself a Blogger Or Media Personnel. \n\nThe Government Is Not Wrong If It Start Arresting Anybody Sharing Fake News About This Corona Virus. \n\nStupid Citizens',"Lagos, Nigeria",2020-02-29 17:30:56
"b'@CampusSlayer Its just similar 2 ow corona virus entered Nigeria, un invited guest. I will chase u out'",,2020-02-29 17:29:36
b'All these Chinese people that spread this Corona virus.. we know you did it on purpose and this only your sneaky way of trying to take over the world system..please carry yourselves and your suicide carriers away from other countries especially Nigeria..please be humane for once',,2020-02-29 17:29:22
"b""My God is a fighting God \nSince I don't have beards \nHe brought Corona virus to Nigeria to fight for me\nAll ye bearders go and shave\n\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\n#Tweet\n#covid-19\n#beards""","Port Harcourt, Nigeria",2020-02-29 17:27:50
b'Corona virus should ask ebola and Lassa fever what happened to them when they came to Nigeria.',Bauchi state,2020-02-29 17:26:08
b'Corona virus in Nigeria is actually a scam ! Trust me \xf0\x9f\xa6\x81\xe2\x9c\x8a',Lagos,2020-02-29 17:25:12
b'@PremiumTimesng Useless Nigeria! Countries are taking precautionary measures against this Corona Virus by preventing traveling into their countries from those countries already affected but we waited and now this. Even when we know prevention is better than cure.',"Jos, Plateau State - NIGERIA",2020-02-29 17:22:08
b'@KraksTV Which school organised these crap? If my child was part of these nonsense...He or she is quitting the useless school. Some teachers are senseless o. Which one is Corona virus go back to China? I am ashamed being a Nigeria. We have so many problem in this country',"Lekki, Lagos - Nigeria",2020-02-29 17:21:36
b'Ghana ppl make nobody do joke or skit about corona virus....Edem victor did and now 1 reported case in Nigeria',"Abelemkpe,Ghana",2020-02-29 17:16:23
"b""@MBuhari What's your take on Corona Virus in Nigeria Oga Presido?""","Lagos, Nigeria",2020-02-29 17:15:53
"b'So Nigerian never so well media, useless opposition and unpatriotic foolish, agru and hungry INFLUENZAS and their followers waited earnestly for Corona virus to hit Nigeria..\n\nTen it came and they were Happy while insulting the government and casting aspersion on her preparedness'","Lagos, Nigeria",2020-02-29 17:12:30
b'PDP blames Buhari for coronavirus in Nigeria\n\nMe : Corona-Virus Is From CorruptionVirus\nAnd PDP Gave birth to CorruptionVirus 1999-2015. Party of public money thieves! https://t.co/XpBPGLdqTp',Nigeria,2020-02-29 16:59:30
b'@MBuhari I think you should order @officialEFCC chairman to investigate the occupt Corona virus in Nigeria too.... At least we can be the first in the world to defeat it \xf0\x9f\x98\x82 \xf0\x9f\x98\x82',"Abuja, Nigeria ",2020-02-29 16:58:46
"b""I won't be surprised if this corona Virus case is a fake news, I hate rubbish in this country Nigeria #FakeNews""","Lagos, Nigeria",2020-02-29 16:56:27
"b""So far our response to corona virus in Nigeria has been encouraging.... I'm impressed \xf0\x9f\x98\x81\xf0\x9f\x98\x81""","Lagos, Nigeria",2020-02-29 16:51:18
b'Sends a funny meme to my Nigeria friend\n\nNigerian friend: \xe2\x80\x9ccorona virus don enter Nigeria now nothing funny for my eyes again oo..I dey worry oo\xe2\x80\x9d https://t.co/mSwiNgC29r',Mu rugo,2020-02-29 16:49:02
"b""I'm still waiting for you to address us on this new Corona virus in Nigeria https://t.co/gxYWUD2Qj9""",,2020-02-29 16:48:59
"b'In Nigeria we have meany virus that we have to consider, but not.  Everywhere about ""corona"" there violent every corner there are killer\'s  innocent people and raking killer\'s as enocent. https://t.co/X9J94Xhhe5'",,2020-02-29 16:48:04
"b""I have many questions on the #coronavirusnigeria if the said cab driver is opting out of the story.\n\nWhat is the carrier's name? Patrick Sawyer brought Ebola to #Nigeria, we still have his data...who brought corona virus to Nigeria? We need his ID! #FactCheck\n\n#coronavirusinlagos https://t.co/8IF71ncAx3""","Abuja, Nigeria",2020-02-29 16:47:30
"b""620 million earmarked to combat Corona virus.\n\nNow the person that brought it into Nigeria is NAMELESS and FACELESS.\n\nMy people are you pondering what I'm pondering? \xf0\x9f\xa4\xb7\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\n\n#coronavirusinlagos #COVID19 #CoronavirusKe #FakeNews""",Nigeria,2020-02-29 16:46:05
"b'@aproko_doctor They quick to debunk thinks but when videos of harassment is made nothing is actually done we just going in circles, Corona Virus in Nigeria is another means of looting as they see it donthe don\xe2\x80\x99t actually care about anyone'",Closerthanyouthink,2020-02-29 16:45:36
"b""I have many questions on the #coronavirusnigeria if the said cab driver is opting out of the story\n\nWhat is the carrier's name? Patrick Sawyer brought Ebola to #Nigeria, we still have his data...who brought corona virus to Nigeria..we need his ID! #FactCheck\n\n#coronavirusinlagos https://t.co/znhGZblcOR""","Abuja, Nigeria",2020-02-29 16:42:51
"b'What have Daddies Adeboye , Oyedepo , Abioye , Joshua  Sulemann etc, said about Corona virus in Nigeria ? They usually prophesy about elections , businesses , etc.  We need their words now.'",Land of promise,2020-02-29 16:39:12
"b'@MBuhari Wait o, is it not this Buhari\xe2\x80\x99s Nigeria that has a reported case of corona virus? I\xe2\x80\x99m confused \xf0\x9f\xa4\x94'",Nigeria,2020-02-29 16:38:51
b'You have been advised to shave off all your Beards following this Corona Virus out break in Nigeria. No more Beard gang.',"Lagos, Nigeria to the world. ",2020-02-29 16:33:33
"b""@MBuhari Mr Approval...So you don't know Corona Virus is in  Nigeria yet? Handler you better let him know!""",The next planet after Pluto,2020-02-29 16:29:22
b'The cost of managing corona virus in Nigeria is higher than if a travel ban had been in effect or a 14days self quarantine in place for people from countries with high cases of the virus.\n\n#COVID19Nigeria #Coronavirusinlagos',"Lagos, Nigeria",2020-02-29 16:27:35
"b'BREAKING NEWS\nMAN WHO DROVE WHITE MAN TO COMPANY IN OGUN STATE DIAGNOSED WITH CORONA VIRUS, RUNS AWAY FROM HOSPITAL AND THREATENS TO SPREAD THE VIRUS ALL OVER NIGERIA BY TAKING PUBLIC TRANSPORT TO DIFFERENT STATES, IF HIS FAMILY IS NOT PAID 100MILLION NAIRA #COVID19 #COVID2019'","Yola, Nigeria",2020-02-29 16:26:48
b'I won\xe2\x80\x99t be surprised if corona virus ain\xe2\x80\x99t even in Nigeria. These mowfukkas just want more funds from you know who \xf0\x9f\x98\x91 #FakeNews',Earth,2020-02-29 16:26:10
